key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
blaut_food_bird_3_slings	grenade	small_arm_default		grenade_spin	2	dual_low_fixed	120	0	88	100.0	10.0000	2.0000	6	1	false	false	0.1000	9.0000	85.0000	4.8000	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1.0000	false		-1.0000	1	0.0000	1.0000			0.0000	false	true	true	50	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.8400	0.4000		placeholder
blaut_food_bird_3_throwing_dagger	axe	small_arm_default		axe_spin	2	dual_low_fixed	70	0	88	64.0	10.0000	2.0000	8	2	false	false	0.1000	8.0000	40.0000	2.7000	0	0	wh3_main_ogr_gnoblar_throwing_dagger		wh3_throwing_knife	-1.0000	false		-1.0000	1	0.0000	2.0000			0.0000	false	true	true	50	low	200	false	false	false	false	1	false	false	false	true	0.5000		false	1.3000	0.4000		placeholder
blaut_food_bird_3_throwing_dagger_ror	axe	small_arm_default		axe_spin	2	dual_low_fixed	70	0	88	64.0	10.0000	2.0000	8	2	false	false	0.1000	8.0000	40.0000	2.7000	0	0	wh3_main_ogr_gnoblar_throwing_dagger		wh3_throwing_knife	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	2.0000			0.0000	false	true	true	50	low	200	false	false	false	false	1	false	false	false	true	0.5000		false	1.3000	0.4000		placeholder
blaut_food_bird_4_grill_throwing	grenade	explosives	wh_main_dwf_blasting_charge_explosion	grenade_spin	1	dual_low_fixed	55	7	88	56.0	10.0000	0.0000	4	0	true	false	0.2000	9.0000	50.0000	2.0000	0	0	grill_throwing		wh_miners_blasting_charge	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	false	true	55	very_low	-1	false	false	true	false	1	false	false	false	true	4.5000		false	1.5000	0.4000		placeholder
blaut_food_bird_4_slings	grenade	small_arm_default		grenade_spin	1	dual_low_fixed	120	0	88	100.0	10.0000	0.0000	11	1	false	false	0.1000	9.0000	85.0000	4.8000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false		-1.0000	1	0.0000	1.0000			1.0000	false	true	true	50	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.8400	0.4000		placeholder
blaut_food_bird_4_throwing_dagger	arrow	small_arm_default		axe_spin	1	dual_low_fixed	70	0	88	64.0	10.0000	0.0000	13	2	false	false	0.1000	8.0000	40.0000	2.7000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
blaut_food_bird_4_throwing_dagger_ror	arrow	small_arm_default		axe_spin	1	dual_low_fixed	70	0	88	64.0	10.0000	0.0000	13	2	false	false	0.1000	8.0000	40.0000	2.7000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
blaut_food_bird_5_grill_throwing	grenade	explosives	wh_main_dwf_blasting_charge_explosion	grenade_spin	1	dual_low_fixed	55	7	88	56.0	10.0000	0.0000	1	0	true	false	0.2000	9.0000	50.0000	2.0000	6	0	grill_throwing		wh_miners_blasting_charge	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	false	true	55	very_low	-1	false	false	true	false	1	false	false	false	true	4.5000		false	1.5000	0.4000		placeholder
blaut_food_bird_5_slings	grenade	small_arm_default		grenade_spin	1	dual_low_fixed	120	0	88	100.0	10.0000	0.0000	8	1	false	false	0.1000	9.0000	85.0000	4.8000	6	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1.0000	false		-1.0000	1	0.0000	1.0000			0.0000	false	true	true	50	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.8400	0.4000		placeholder
blaut_food_bird_5_throwing_dagger	axe	small_arm_default		axe_spin	1	dual_low_fixed	70	0	88	64.0	10.0000	0.0000	10	2	false	false	0.1000	8.0000	40.0000	2.7000	6	0	wh3_main_ogr_gnoblar_throwing_dagger		wh3_throwing_knife	-1.0000	false		-1.0000	1	0.0000	2.0000			0.0000	false	true	true	50	low	200	false	false	false	false	1	false	false	false	true	0.5000		false	1.3000	0.4000		placeholder
blaut_food_bird_5_throwing_dagger_ror	axe	small_arm_default		axe_spin	1	dual_low_fixed	70	0	88	64.0	10.0000	0.0000	10	2	false	false	0.1000	8.0000	40.0000	2.7000	6	0	wh3_main_ogr_gnoblar_throwing_dagger		wh3_throwing_knife	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	2.0000			0.0000	false	true	true	50	low	200	false	false	false	false	1	false	false	false	true	0.5000		false	1.3000	0.4000		placeholder
fleshrender_hunters	javelin	artillery_default		none	1	low	90	0	80	110.0	20.0000	0.0000	25	14	false	false	0.1000	9.0000	60.0000	1.5000	0	17	wh3_main_ogr_hunter_throwing_spear		wh_bolt_thrower	0.1000	false		-1.0000	1	0.0000	25.0000			0.0000	false	true	true	45	very_high_low_entity	500	false	false	false	false	1	false	false	false	true	0.2500		false	0.5000	0.4000		placeholder
gnoblar_spider_chariot	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	80.0	10.0000	1.2000	19	6	false	false	0.1000	6.0000	50.0000	1.0000	0	0	wh_grn_goblin_arrow		wh_bow_arrow_normal	-1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	1.0000			0.0000	false	true	true	45	low	-1	false	false	false	false	2	false	false	false	true	1.0000		false	1.0500	0.4000		placeholder
grill_throwing	grenade	explosives	wh_main_dwf_blasting_charge_explosion	grenade_spin	1	dual_low_fixed	55	7	88	56.0	10.0000	0.0000	1	0	true	false	0.2000	9.0000	50.0000	2.0000	0	0	grill_throwing		wh_miners_blasting_charge	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	false	true	55	very_low	-1	false	false	true	false	1	false	false	false	true	4.5000		false	1.5000	0.4000		placeholder
hogs_go_boom	misc	explosives	hogsboom	none	1	low	1	0	5	-1.0000	5.0000	0.0000	0	0	false	false	5.0000	4.0000	2.0000	1.0000	0	0	default_explosive			5.0000	false		-1.0000	1	0.0000	10.0000			0.0000	false	false	true	45		-1	false	false	false	false	1	false	false	false	true	1.0000		false	4.2000	0.4000		placeholder
motm_brudd_cannon	artillery	artillery_default		none	1	low	300	10	40	200.0	30.0000	0.0000	84	336	true	false	0.3000	13.0000	180.0000	3.5000	0	0	wh_dwf_cannon_ball		wh3_main_cth_grand_cannon_ball	0.3000	true		-1.0000	1	0.0000	350.0000			0.0000	false	true	true	45	very_high_low_entity	700	false	false	true	false	1	false	false	true	true	1.0000		false	0.0000	0.4000		bolt_thrower_single_shot
motm_brudd_shot	artillery	artillery_canister		none	12	low	90	0	88	200.0	30.0000	2.0000	32	96	false	false	0.3000	13.0000	45.0000	0.9000	0	0	wh3_main_ogr_leadbelcher_cannon_ball		wh2_bullet_multi_impact_large	-1.0000	false		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	very_high_low_entity	300	false	false	false	false	1	false	false	false	true	1.0000		false	0.4200	0.4000		deathshrieker_cluster
motm_gnoblar_scraplauncher_shot	artillery	artillery_default	wh3_main_ogr_gnoblar_scraplauncher_explosion	grenade_spin	3	low	420	35	65	138.0	10.0000	3.0000	110	50	false	false	0.2000	17.0000	340.0000	80.0000	10	0	wh3_main_ogr_gnoblar_scraplauncher		wh3_catapult_scrap	1.0000	true	wh2_dlc11_unit_contact_disrupted	-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	high	700	false	false	false	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
motm_ironblaster_shot	artillery	artillery_default		none	5	low	380	10	40	200.0	10.0000	3.0000	75	300	true	false	0.1000	16.0000	275.0000	8.5000	10	0	wh3_main_ogr_ironblaster_cannon_ball		wh_cannon_cannonball_scrap	0.3000	true	wh2_dlc11_unit_contact_disrupted	-1.0000	1	0.0000	350.0000			0.0000	false	true	true	45	very_high_low_entity	700	false	false	true	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
motm_magma_storm	misc	artillery_explosive	motm_magma_storm	shell_spin	1	high	80	40	88	50.0	0.0000	25.0000	0	15	false	false	0.5000	1.0000	250.0000	10.0000	0	0	wh3_dlc23_hashut_flames_of_azgorh		wh3_dlc23_spell_hashut_flames_of_azgorh	2.0000	true		-30.0000	1	0.0000	25.0000			1.0000	true	true	true	65	all	-1	false	false	false	true	1	false	false	true	false	1.0000		true	4.2000	0.4000		placeholder
motm_ogr_bosun	musket	small_arm_default		none	1	low	160	0	88	200.0	60.0000	0.0000	155	95	false	false	0.0500	11.0000	140.0000	1.0000	0	0	wh_emp_volley_gun_shot		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	1.0000		false	0.4000	0.4000		placeholder
motm_sandbad_pistol	musket	small_arm_default		none	1	low	90	0	45	220.0	60.0000	0.0000	40	200	false	false	0.0500	4.0000	80.0000	1.6000	0	0	wh_emp_rifle_bullet		wh_bullet_multi_impact	-1.0000	false	wh2_dlc11_unit_contact_disrupted	-1.0000	1	0.0000	6.0000			0.0000	false	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	0.5000		false	0.3800	0.4000		placeholder
motm_snarky	artillery	artillery_flammable	wh3_dlc23_chd_magma_cannon_explosion	none	1	low	300	10	40	200.0	30.0000	0.0000	135	240	false	false	1.0000	10.0000	220.0000	15.0000	0	0	wh3_dlc23_magma_cannon		wh3_dlc23_chd_magma_cannon_ball	1.3000	true	wh_main_unit_contact_morale	-1.0000	1	0.0000	200.0000			1.0000	false	true	true	45	very_low_magic	700	false	false	false	false	1	false	false	true	true	2.0000		false	0.0000	0.4000	wh3_dlc23_chd_magma_cannon	placeholder
motm_snarky_02	misc	artillery_flammable	wh3_dlc23_chd_iron_daemon_flame_cannon_explosion	none	1	low	80	0	55	60.0	10.0000	0.0000	30	15	false	false	1.0000	9.0000	55.0000	1.4000	0	0	wh3_dlc23_iron_daemon_flamethrower		wh3_dlc23_chd_iron_daemon_flamethrower_flame	1.5000	true	wh_main_unit_contact_morale	3.0000	1	0.0000	40.0000			1.0000	false	true	true	45	high	120	false	false	false	false	24	false	true	true	true	1.2500		false	1.4000	0.4000		placeholder
motm_targog_harpoon	artillery	artillery_default		none	1	low	250	8	45	190.0	30.0000	0.0000	110	340	false	false	0.2000	12.0000	190.0000	2.9000	0	0	wh3_main_ogr_harpoon_launcher_bolt		wh3_ogre_harpoon	0.3000	true		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	45	very_high	700	false	false	false	false	1	false	false	false	true	1.0000		false	0.5000	0.4000		placeholder
motm_targog_piercing_throw	misc	artillery_default		none	1	low	120	0	60	180.0	30.0000	0.0000	140	500	false	false	0.1000	1.0000	250.0000	1.0000	0	0	wh3_main_abilities_crippling_throw		wh3_main_character_abilities_crippling_throw	1.0000	true		-1.0000	1	0.0000	50.0000	homing_strong_magical_fast		0.0000	false	true	true	45	high_magic	-1	false	false	false	true	1	false	false	false	true	1.0000		false	0.5000	0.4000		placeholder
motm_vazgrat_pistol	musket	small_arm_default		none	1	low	180	0	88	200.0	60.0000	0.0000	175	100	false	false	0.0500	11.0000	140.0000	1.0000	0	0	wh_emp_volley_gun_shot		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	1.0000		false	0.4000	0.4000		placeholder
nosso_boogies	artillery	artillery_default	wh3_main_nur_soulgrinder_bombard_explosion	none	1	low	90	35	75	120.0	10.0000	0.0000	10	50	false	false	0.2000	12.0000	300.0000	80.0000	0	0	nosso_boogies		wh3_main_nur_soul_grinder_bombard	1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	18.0000			0.0000	true	true	true	45	high	200	false	false	false	true	1	false	false	false	true	1.0000		false	0.0000	0.4000		placeholder
nosso_gitz_boogies	artillery	artillery_default	nosos_gitz_boogies	none	1	low	90	35	75	120.0	10.0000	0.0000	10	15	false	false	0.2000	12.0000	300.0000	80.0000	0	0	nosso_boogies		wh3_main_nur_soul_grinder_bombard	1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	18.0000			0.0000	true	true	true	45	high	200	false	false	false	true	1	false	false	false	true	1.0000		false	0.0000	0.4000		placeholder
ogr_flame_thrower	misc	artillery_flammable		none	1	low	180	0	45	160.0	10.0000	0.0000	7	19	false	false	0.0500	15.0000	130.0000	2.6000	0	0	wh3_dlc23_hashut_flames_of_azgorh		wh3_dlc23_chd_iron_daemon_flamethrower_flame	2.0000	true	wh2_dlc12_unit_contact_flammable	-1.0000	1	0.0000	55.0000			1.0000	false	true	true	45	high	-1	false	false	false	false	1	false	false	false	true	1.7500		false	0.5000	0.4000		placeholder
ogr_flameeater_pistol	musket	small_arm_default		none	1	low	140	0	88	200.0	10.0000	0.0000	38	68	false	false	0.0500	11.0000	100.0000	1.0000	0	0	wh3_dlc23_fireglaive		wh_bullet	-1.0000	false		-1.0000	1	0.0000	15.0000			1.0000	false	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
ogr_lava_arachnarok_ror_fire_arrow	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	80.0	10.0000	0.0000	15	5	false	false	0.1000	8.0000	85.0000	3.5000	0	0	wh2_dlc15_grn_goblin_arrow_fire		wh_bow_arrow_flaming	-1.0000	false		-1.0000	1	0.0000	3.0000			1.0000	false	true	true	45	very_low	300	false	false	false	false	1	false	false	false	false	0.2500		false	1.0500	0.4000		placeholder
um_motm_snarky_school_ironblaster_grape_shot	artillery	artillery_default		none	10	low	160	10	40	200.0	25.0000	6.0000	30	120	true	false	0.1000	16.0000	275.0000	17.0000	0	0	wh3_main_ogr_ironblaster_cannon_ball		wh_cannon_cannonball_scrap	0.3000	true	wh_dlc06_unit_contact_sundered_armour	-1.0000	1	0.0000	100.0000			0.0000	false	true	true	45	very_high_low_entity	300	false	false	true	false	1	true	false	true	true	1.0000		false	0.0000	0.4000		placeholder
um_motm_snarky_school_scraplauncher_projectiles_1	artillery	artillery_default	wh3_main_ogr_gnoblar_scraplauncher_explosion	grenade_spin	4	low	420	35	65	138.0	10.0000	3.0000	110	50	false	false	0.2000	17.0000	340.0000	80.0000	0	0	wh3_main_ogr_gnoblar_scraplauncher		wh3_catapult_scrap	1.0000	true		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	high	700	false	false	false	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
um_motm_snarky_school_scraplauncher_projectiles_2	artillery	artillery_default	wh3_main_ogr_gnoblar_scraplauncher_explosion	grenade_spin	5	low	420	35	65	138.0	10.0000	3.0000	110	50	false	false	0.2000	17.0000	340.0000	80.0000	0	0	wh3_main_ogr_gnoblar_scraplauncher		wh3_catapult_scrap	1.0000	true		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	high	700	false	false	false	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
um_motm_snarky_school_scraplauncher_projectiles_3	artillery	artillery_default	wh3_main_ogr_gnoblar_scraplauncher_explosion	grenade_spin	6	low	420	35	65	138.0	10.0000	3.0000	110	50	false	false	0.2000	17.0000	340.0000	80.0000	0	0	wh3_main_ogr_gnoblar_scraplauncher		wh3_catapult_scrap	1.0000	true		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	high	700	false	false	false	false	1	true	false	true	true	1.2500		false	0.0000	0.4000		placeholder
um_ogr_blackpowder	artillery	artillery_default	wh3_dlc25_emp_exploding_bullets_character	none	1	low	290	0	35	200.0	20.0000	0.0000	24	64	false	false	0.0500	10.0000	275.0000	7.0000	12	0	wh_emp_volley_gun_shot		wh2_helblaster_bullet_multi_impact_large	0.3000	true		-1.0000	1	0.0000	11.0000			0.0000	false	true	true	45	medium_2	440	false	false	false	false	9	false	false	false	true	1.2500		false	0.0000	0.4000		placeholder
um_ogr_blu	artillery	artillery_default	um_ogr_blu	shell_spin	1	low	300	10	60	136.0	20.0000	0.0000	80	350	false	false	2.0000	15.0000	320.0000	55.0000	11	0	um_ogr_blu_human		wh2_dlc15_rogue_idol_ror_boulder	2.5000	true		-1.0000	1	0.0000	280.0000			0.0000	true	true	true	45	medium	700	false	false	false	false	1	false	false	true	true	1.5000		false	0.6200	0.4000		placeholder
um_ogr_corrupt_throwers	artillery	artillery_default	um_ogr_corrupt_throwers_explosion	none	1	fixed	140	0	75	120.0	10.0000	0.0000	25	70	false	false	0.0500	16.0000	130.0000	80.0000	0	0	wh3_main_nur_soulgrinder_bombard		wh3_main_nur_soul_grinder_bombard	1.0000	true	wh_main_unit_contact_poison	-1.0000	1	0.0000	25.0000			0.0000	false	true	true	45	medium_3	700	false	false	false	true	1	false	false	true	true	1.2500		false	0.5000	0.4000		placeholder
um_ogr_corrupt_throwers_upgrade	artillery	artillery_default	um_ogr_corrupt_throwers_explosion	none	1	fixed	140	0	75	120.0	10.0000	0.0000	25	70	false	false	0.0500	16.0000	130.0000	80.0000	0	0	wh3_main_nur_soulgrinder_bombard		wh3_main_nur_soul_grinder_bombard	1.0000	true	wh_main_unit_contact_poison	-1.0000	1	0.0000	25.0000			0.0000	false	true	true	45	medium_3	700	false	false	false	true	1	false	false	true	true	1.2500		false	0.5000	0.4000	um_ogr_corrupt_throwers_vortex	placeholder
um_ogr_diver_02	artillery	artillery_default	wh3_main_unit_abilities_sky_junk_bomb	none	1	low	180	0	88	220.0	70.0000	0.0000	50	100	false	false	0.1000	7.0000	150.0000	0.8000	0	0	wh_brt_trebuchet_stone_shrapnel		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	1.5000		false	0.3800	0.4000		placeholder
um_ogr_gatling	musket	small_arm_default		none	1	low	145	0	88	200.0	33.0000	0.0000	4	9	false	false	0.0500	5.5000	70.0000	2.7000	2	0	wh3_dlc23_chd_blunderbuss		wh2_bullet_multi_impact_large	-1.0000	false	wh2_dlc12_unit_contact_suppressive_fire	-1.0000	1	0.0000	15.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	18	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
um_ogr_gatling_upgrade	musket	small_arm_default		none	1	low	145	0	88	200.0	33.0000	0.0000	4	9	false	false	0.0500	5.5000	70.0000	2.7000	2	0	wh3_dlc23_chd_blunderbuss		wh2_bullet_multi_impact_large	-1.0000	false	wh2_dlc12_unit_contact_suppressive_fire	-1.0000	1	0.0000	15.0000			0.0000	true	true	true	45	very_low	300	false	false	false	false	18	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
um_ogr_gragtar_fire_breath	misc	artillery_explosive	um_ogr_gragtar_fire_breath_explosion	none	1	low	90	0	88	80.0	60.0000	0.0000	66	33	false	false	1.0000	6.0000	80.0000	22.0000	0	0	wh2_hef_sun_dragon_breath		wh3_main_ability_ogr_fire_breath	1.0000	true		3.0000	1	0.0000	50.0000			1.0000	true	true	true	45	medium	170	false	true	false	true	4	false	true	true	true	1.0000		false	1.0500	0.4000	um_ogr_gragtar_fire_breath	placeholder
um_ogr_lead_fire	musket	artillery_flammable	wh_main_dwf_drakegun_explosion	none	1	low	100	0	55	60.0	10.0000	0.0000	8	4	false	false	1.0000	9.0000	40.0000	1.4000	0	0	wh_dwf_drakegun_flame		wh_drakegun_flame	0.0000	false	wh_main_unit_contact_morale	3.0000	4	0.3500	40.0000			1.0000	false	true	true	45	low	120	true	true	false	false	1	false	false	false	true	0.5000		false	1.4000	0.4000		placeholder
um_ogr_lead_fire_upgrade	musket	artillery_flammable	wh_main_dwf_drakegun_explosion	none	1	low	140	0	55	60.0	10.0000	0.0000	8	4	false	false	1.0000	9.0000	40.0000	1.4000	44	0	wh_dwf_drakegun_flame		wh_drakegun_flame	0.0000	false	wh_main_unit_contact_morale	3.0000	4	0.3500	40.0000			1.0000	false	true	true	45	low	120	true	true	false	false	1	false	false	false	true	0.5000		false	1.4000	0.4000		placeholder
um_ogr_lead_snipe	musket	small_arm_default		shell_spin	1	low	275	0	88	200.0	10.0000	0.0000	35	90	false	false	0.0500	12.0000	150.0000	0.6000	0	0	wh_emp_steamtank_cannon_ball		wh2_dlc12_warplock_jezzail_bullet	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	15.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
um_ogr_lead_upgrade	artillery	artillery_default	wh3_dlc25_emp_exploding_bullets	none	1	low	200	0	45	160.0	0.0000	0.0000	33	77	true	false	0.0500	13.0000	130.0000	2.6000	0	0	wh3_main_ogr_leadbelcher_cannon_ball		wh_cannon_leadbelcher_scrap	0.2500	true		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	medium_3	-1	false	false	false	false	1	false	false	false	true	1.7500		false	0.5000	0.4000		placeholder
um_ogr_pistol_ror_upgraded	musket	small_arm_default		none	1	low	160	0	88	200.0	10.0000	0.0000	38	68	false	false	0.0500	11.0000	120.0000	1.0000	0	0	wh_emp_volley_gun_shot		wh_bullet	-1.0000	false		-1.0000	1	0.0000	15.0000			0.0000	false	true	true	45	low_3	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
um_ogr_pistol_upgraded	musket	small_arm_default		none	1	low	140	0	88	200.0	10.0000	0.0000	38	68	false	false	0.0500	11.0000	100.0000	1.0000	0	0	wh_emp_volley_gun_shot		wh_bullet	-1.0000	false		-1.0000	1	0.0000	15.0000			0.0000	false	true	true	45	low_3	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
