key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constants	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies	stop_before_turn
wh2_main_infantry_standard_hero_blood_loremaster_ete	man	1.5000	3.6000	3.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	800.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	75	75	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	0	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc20_chs_cha_hero_mnur	man	1.5000	3.3000	2.0000	4.0000	4.0000	35.0000	30.0000	30.0000	0.7500	circle	1.0000	1000.0000	2.2000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	70	40	0.0000	true	1.0000	0.9000	1	wh_main_generic_character_aura		0.5000	1.6000	1	false		true	true	wh_main_unit_combat	-1.0000	-1.0000	70	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc20_chs_infantry_forsaken_msla_blood_dismembers_ete	man	1.5000	5.1000	4.0000	5.0000	5.5000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.1000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_dlc_chaos_forsaken	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc23_chd_mnt_great_taurus_ete	giant	2.3000	6.6000	6.0000	10.0000	11.0000	35.0000	35.0000	35.0000	2.0000	capsule	0.5000	2500.0000	3.8000	60.0000	160.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc23_chd_mnt_great_taurus	6.0000	war_beast_effects	50	50	-0.8000	false	1.0000	0.8000	4			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc23_chd_veh_deathshrieker_rocket_launcher_ete	artillery	1.0000	2.0000	0.7000	10.0000	3.0000	35.0000	30.0000	30.0000	3.8000	capsule	0.5500	2500.0000	2.5000	360.0000	30.0000	2500	true	true	1.5000	0.0000	0.0000	large	0.7000	rotation	wh3_dlc23_chd_death_shrieker	6.0000	artillery_effects	0	0	0.0000	false	1.0000	0.2500	20			0.9000	1.1000	1	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	wheeled_train_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc23_chd_veh_dreadquake_mortar_chassis_ete	artillery	1.0000	2.0000	0.7000	10.0000	3.0000	35.0000	30.0000	30.0000	5.6000	capsule	0.3200	5000.0000	2.0000	360.0000	30.0000	3250	true	false	1.5000	0.0000	0.0000	large	0.7000	rotation	wh3_dlc23_chd_dreadquake_mortar	6.0000	artillery_effects	0	0	-0.2000	false	1.0000	0.2500	20			0.5000	1.4500	1	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	wheeled_train_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc23_chd_veh_magma_cannon_ete	artillery	1.0000	2.0000	0.7000	10.0000	3.0000	35.0000	30.0000	30.0000	3.8000	capsule	0.5500	2500.0000	2.5000	45.0000	30.0000	2850	true	true	1.5000	0.0000	0.0000	large	0.7000	rotation	wh3_dlc23_chd_magma_cannon	6.0000	artillery_effects	0	0	0.0000	false	1.0000	0.2500	20		emp_great_cannon	0.9000	1.1000	1	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	wheeled_train_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc25_dwf_mnt_veh_thunderbarge	giant	2.0000	3.0000	5.0000	8.0000	3.0000	30.0000	25.0000	25.0000	10.0000	capsule	0.4000	20000.0000	21.0000	360.0000	15.0000	8	true	true	0.0000	3.0000	3.2000	very_large	1.0000	ignore_and_disable_banking	wh3_dlc25_dwf_war_machine_thunderbarge	0.0000	hovering_effects	0	0	0.0000	false	1.1000	0.8000	20			0.0000	1.4500	0	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	20	hovering_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc25_nur_mon_toad_dragon_ete	giant	3.0000	6.0000	3.0000	5.0000	12.0000	40.0000	35.0000	35.0000	5.0000	capsule	0.5000	9000.0000	7.2000	60.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc25_nur_toad_dragon	7.0000	giant_effects	70	70	0.0000	false	1.0000	0.7500	5			0.5000	1.4500	2	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	5	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc26_ogr_blood_vultures_ete	giant	3.0000	8.0000	8.0000	10.0000	9.0000	35.0000	35.0000	35.0000	0.7500	circle	1.0000	80.0000	1.6000	120.0000	180.0000	8	true	true	1.0000	10.0000	12.0000	small	1.0000	ignore	wh3_dlc26_ogr_blood_vulture	0.0000	infantry_light_effects	0	0	0.0000	false	1.2000	0.9000	2			0.0000	1.4500	38	false		false	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc27_hef_mon_merwyrm_ete	giant	5.2000	9.0000	6.5000	7.5000	11.0000	45.0000	40.0000	35.0000	12.0000	capsule	0.3500	16000.0000	10.0000	60.0000	70.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc25_nur_toad_dragon	10.0000	giant_effects	95	95	1.5000	false	1.0000	0.8500	5			0.5000	1.4500	11	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_dlc27_hef_mon_merwyrm_ete_1	giant	3.7000	7.0000	6.5000	7.5000	8.1000	45.0000	40.0000	35.0000	7.5000	capsule	0.4200	8000.0000	8.0000	60.0000	70.0000	8	true	true	0.0000	0.0000	0.0000	very_large	1.0000	rotation_x	wh3_dlc25_nur_toad_dragon	10.0000	giant_effects	35	35	1.5000	false	1.0000	0.7500	5			0.5000	1.4500	11	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	10	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_dae_cha_daemon_prince_generic	giant	4.0000	6.5000	6.0000	10.0000	9.7500	35.0000	20.0000	20.0000	2.5000	capsule	0.9000	4000.0000	5.7000	120.0000	100.0000	8	true	true	0.0000	8.0000	15.0000	very_large	1.5000	rotation_x	wh3_dae_generic_daemon_prince_LORD	6.0000	giant_effects	70	70	0.0000	false	1.0000	0.7500	5	wh_main_generic_character_aura		0.5000	1.4500	3	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_kho_cha_exalted_bloodthirster_ete	giant	2.8000	8.0000	8.0000	8.0000	12.8000	35.0000	20.0000	20.0000	2.5000	capsule	0.9000	2888.0000	5.7000	120.0000	100.0000	8	true	true	0.0000	8.8000	18.0000	very_large	1.5000	ignore	wh3_kho_exalted_bloodthirster_LORD	8.0000	giant_effects	88	88	0.0000	false	1.1000	0.8800	8	wh_main_generic_character_aura		0.5000	1.4500	155	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	25	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_nur_infantry_forsaken_blood_dismembers_ete	man	1.5000	4.6000	4.0000	5.0000	5.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.1000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_dlc_chaos_forsaken	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_ogr_mnt_mournfang_blood_ete	giant	1.9000	8.2000	5.0000	5.5000	12.5000	50.0000	40.0000	30.0000	2.4000	capsule	0.5000	2000.0000	3.0000	60.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	large	3.0000	rotation_x	wh3_ogr_mournfang	3.0000	war_beast_effects	35	35	-0.2000	false	1.0000	0.8500	3			0.5000	1.6000	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	80	mournfang_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh3_main_ogr_mon_sabretusk_blood_ete	horse	1.7000	9.5000	5.5000	6.5000	12.0000	45.0000	35.0000	25.0000	1.2000	capsule	0.5000	450.0000	1.9000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh3_ogr_sabretusk	2.0000	cavalry_effects	15	15	0.0000	false	1.0000	0.8500	3			0.5000	1.4500	100	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_dlc01_chs_infantry_forsaken_blood_dismembers_ete	man	1.5000	4.6000	4.0000	5.0000	5.0000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1000.0000	2.1000	60.0000	120.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_dlc_chaos_forsaken	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	35	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_dlc03_bst_mon_razorgor_ete	horse	1.7000	7.0000	5.0000	5.0000	10.8000	45.0000	35.0000	25.0000	1.2000	capsule	0.4500	1500.0000	1.9000	60.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	1.0000	rotation_x	wh_boar	2.0000	cavalry_effects	15	15	-0.2000	false	1.0000	0.8500	3			0.5000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_dlc05_bst_inf_harpy_ete	man	1.5000	4.8000	6.0000	8.0000	8.2000	30.0000	25.0000	25.0000	0.4500	circle	1.0000	200.0000	1.8000	0.0000	140.0000	8	true	true	0.0000	8.2000	12.0000	small	1.0000	ignore	wh_fell_bat	0.0000	infantry_light_effects	30	0	0.0000	false	1.2000	0.9500	1			0.5000	1.6000	0	false		true	false	wh_main_unit_artillery_footstep	-1.0000	-1.0000	20	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_cavalry_rider_standard_blood_fireborn	man	1.5000	3.3000	2.0000	4.0000	4.5000	35.0000	30.0000	25.0000	0.6000	circle	1.0000	100.0000	1.8000	360.0000	90.0000	8	true	true	0.0000	0.0000	0.0000	medium	1.0000	ignore	wh_human_male	0.0000	infantry_light_effects	0	0	0.0000	false	1.0000	0.9000	2			0.5000	1.6000	48	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	medium_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_flying_vargheists_blood_ete	giant	2.2000	6.5000	5.0000	8.0000	9.2000	30.0000	25.0000	25.0000	1.1000	circle	1.0000	1300.0000	3.0000	60.0000	100.0000	8	true	true	0.0000	9.2000	12.5000	large	1.0000	ignore	wh_vargheist	4.0000	monstrous_infantry_effects	0	0	0.0000	false	1.0000	0.8000	3			0.0000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_infantry_wulfrik_fast_hero_blood	man	1.4000	3.5000	3.0000	4.0000	4.4000	35.0000	30.0000	30.0000	0.7000	circle	1.0000	1100.0000	2.2000	60.0000	180.0000	8	true	true	0.0000	0.0000	0.0000	small	1.0000	ignore	wh_human_male	2.0000	infantry_light_effects	70	80	0.0000	true	1.0000	0.9000	2			0.5000	1.4500	1	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	small_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wh_main_monster_demigryph_blood_ete	giant	1.8000	7.8000	4.6000	5.8000	12.0000	35.0000	30.0000	30.0000	1.5000	ellipse	0.5000	2000.0000	2.5000	60.0000	120.0000	8	true	true	1.0000	0.0000	0.0000	medium	3.0000	rotation_x	wh_griffin	5.0000	war_beast_effects	50	50	0.0000	false	1.0000	0.7500	5			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	20	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
wyrm	giant	3.0000	7.0000	6.0000	10.0000	9.5000	40.0000	40.0000	40.0000	4.0000	capsule	0.4500	3200.0000	4.0000	120.0000	100.0000	8	true	true	0.0000	9.0000	12.5000	very_large	1.5000	rotation_x	wh_dragon_large_default	6.0000	ethereal_effects	50	50	0.0000	false	1.1000	0.7500	5			0.0000	1.4500	0	false		true	false	wh_main_unit_combat	-1.0000	-1.0000	30	very_large_entity	false	1.0000	1.0000	1.0000	1.0000		false	false
