key	engine_type	model	gun_animation_table	missile_weapon	destruction_animation	destroyed_model	battle_entity	asset_folder	variant	draught_attachment_point	tech_folder	rider_attachment_point	destruct_model	destruct_anim	destruct_meta	audio_armour_type	riders_shoot_behaviour	scale	crew_reserve_distance_offset
wh_twm_emp_t5_light_tank	Generic_No_Crew_Rotate	emp_t5_light_tank	wm_emp_light_tank_01		emp_t5_light_tank_destruct	warmachines/chariot/emp_t5_light_tank/emp_t5_light_tank_destroyed.rigid_model_v2	wh_twm_light_tank				warmachines/chariot/emp_t5_light_tank/tech					heavy_plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_machine_gun	Generic_3_Crew	emp_t5_machine_gun	wm_13mm_machine_gun	wh_twm_emp_13,25mm_mg	emp_t5_machine_gun_destruct	warmachines/engines/emp_t5_machine_gun/emp_t5_machine_gun_destroyed.rigid_model_v2	wh_main_emp_art_helstorm										all_riders_shooting	1.0000	0
wh_twm_emp_t5_machine_gun_limbered	Generic_No_Crew_Rotate	emp_t5_machine_gun_mobile	wm_13mm_machine_gun_mobile_01		emp_t5_machine_gun_mobile_destruct	warmachines/engines/emp_t5_machine_gun/emp_t5_machine_gun_mobile_destroyed.rigid_model_v2	wh_main_emp_art_helstorm			ap_draughtposition	warmachines/engines/emp_t5_machine_gun/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_maintenance_depot	Generic_No_Crew_Rotate	emp_t5_maintenance_depot	bb_emp_t5_maintenance_depot_01		emp_t5_maintenance_depot_destruct	warmachines/battlefield_buildings/emp_t5_maintenance_depot/emp_t5_maintenance_depot_destroyed.rigid_model_v2	wh_twm_building_emp_maintenance_depot				warmachines/battlefield_buildings/emp_t5_maintenance_depot/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_mak_40	Generic_3_Crew	emp_t5_mak_40_cannon	wm_emp_7,5cm_cannon	wh_twm_emp_7,5cm_cannon	emp_t5_mak_40_cannon_destruct	warmachines/engines/emp_t5_mak_40_cannon/emp_t5_mak_40_cannon_destroyed.rigid_model_v2	wh_twm_emp_art_mak_40										all_riders_shooting	1.0000	0
wh_twm_emp_t5_mak_40_limbered	Generic_No_Crew_Rotate	emp_t5_mak_40_cannon_mobile	wm_emp_7,5cm_cannon_mobile_01		emp_t5_mak_40_cannon_mobile_destruct	warmachines/engines/emp_t5_mak_40_cannon/emp_t5_mak_40_cannon_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_mak_40			ap_draughtposition	warmachines/engines/emp_t5_mak_40_cannon/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_medic_truck	Generic_No_Crew_Rotate	emp_t5_medic_truck	wm_emp_truck_medic_01		emp_t5_medic_truck_destruct	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_medic_destroyed.rigid_model_v2	wh_twm_transport_truck									plate	all_riders_shooting	1.0000	0
wh_twm_emp_t5_modern_rocket_launcher	Generic_3_Crew	emp_t5_rocket_launcher	wm_emp_15cm_rocket_launcher	wh_twm_emp_150mm_rocket_chemical	emp_t5_rocket_launcher_destruct	warmachines/engines/emp_t5_rocket_launcher/emp_t5_rocket_launcher_destroyed.rigid_model_v2	wh_main_emp_art_helstorm										all_riders_shooting	1.0000	0
wh_twm_emp_t5_modern_rocket_launcher_limbered	Generic_No_Crew_Rotate	emp_t5_rocket_launcher_mobile	wm_emp_15cm_rocket_launcher_mobile_01		emp_t5_rocket_launcher_mobile_destruct	warmachines/engines/emp_t5_rocket_launcher/emp_t5_rocket_launcher_mobile_destroyed.rigid_model_v2	wh_main_emp_art_helstorm			ap_draughtposition	warmachines/engines/emp_t5_rocket_launcher/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_modern_tank	Generic_No_Crew_Rotate	emp_t5_modern_tank	wm_emp_modern_tank_01		emp_t5_modern_tank_destruct	warmachines/chariot/emp_t5_modern_tank/emp_t5_modern_tank_destroyed.rigid_model_v2	wh_twm_modern_tank				warmachines/chariot/emp_t5_modern_tank/tech					heavy_metal	all_riders_shooting	1.0000	0
wh_twm_emp_t5_super_heavy_mortar	Generic_3_Crew	emp_t5_super_heavy_mortar	wm_emp_42cm_mortar	wh_twm_emp_42cm_mortar	emp_t5_super_heavy_mortar_destruct	warmachines/engines/emp_t5_super_heavy_mortar/emp_t5_super_heavy_mortar_destroyed.rigid_model_v2	wh_twm_emp_art_super_heavy_mortar										all_riders_shooting	1.0000	0
wh_twm_emp_t5_super_heavy_mortar_limbered	Generic_No_Crew_Rotate	emp_t5_super_heavy_mortar_mobile	wm_emp_42cm_mortar_mobile_01		emp_t5_super_heavy_mortar_mobile_destruct	warmachines/engines/emp_t5_super_heavy_mortar/emp_t5_super_heavy_mortar_mobile_destroyed.rigid_model_v2	wh_twm_emp_art_super_heavy_mortar_truck			ap_draughtposition	warmachines/engines/emp_t5_super_heavy_mortar/tech						all_riders_shooting	1.0000	0
wh_twm_emp_t5_triplane_red_baron	Generic_No_Crew_Rotate	emp_t5_triplane_red_baron	wm_biplane01		emp_t5_triplane_red_baron_destruct	warmachines/aircraft/emp_t5_red_baron/emp_t5_red_baron_destroyed.rigid_model_v2	wh_twm_emp_triplane				warmachines/aircraft/emp_t5_red_baron/tech						all_riders_shooting	1.0000	0
wh_twm_emp_trench_line_01	Generic_No_Crew_Rotate	emp_t5_trench_line	dp_emp_t5_trench_line_01		emp_t5_trench_line_destruct	warmachines/deployables/emp_t5_trench_line/emp_t5_trench_line_destroyed.rigid_model_v2	wh_twm_emp_trench_line				warmachines/deployables/emp_t5_trench_line/tech						all_riders_shooting	1.0000	0
wh_twm_emp_truck_motorized_infantry_early	Generic_No_Crew_Rotate	emp_t5_transport_truck	wm_emp_truck_troop_early		emp_t5_transport_truck_destruct	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_destroyed.rigid_model_v2	wh_twm_transport_truck				warmachines/chariot/emp_t5_transport_truck/tech_full					plate	all_riders_shooting	1.0000	0
wh_twm_emp_truck_motorized_infantry_late	Generic_No_Crew_Rotate	emp_t5_transport_truck	wm_emp_truck_troop_late		emp_t5_transport_truck_destruct	warmachines/chariot/emp_t5_transport_truck/emp_t5_transport_truck_destroyed.rigid_model_v2	wh_twm_transport_truck				warmachines/chariot/emp_t5_transport_truck/tech_full					plate	all_riders_shooting	1.0000	0
