key	animation	entity	audio_armour_type	variant	voiceover
wh2_dlc10_def_mnt_manticore_1	bc3_manticore	wh_dlc01_flying_manticore_blood	body	wh2_dlc10_def_manticore	wh_main_vo_culture_Manticore
wh2_dlc11_cst_mnt_necrofex_colossus_1	gi2_cst_colossus	wh2_dlc11_cst_mon_necrofex_colossus	body	vmp_rider_5	vo_culture_Invalid
wh2_dlc17_lzd_mnt_troglodon_ror	rp3b_dlc17_troglodon	wh2_dlc17_lzd_mon_troglodon_mount	body	trog_ror	wh2_main_vo_culture_Lizardmen
wh3_dlc23_chd_mnt_great_taurus_ete	ox1_dlc23_taurus_ete	wh3_dlc23_chd_mnt_great_taurus_ete	plate	wh3_dlc23_chd_mon_great_taurus_mount_ete	wh3_dlc23_vo_culture_Chd_Bale_Taurus
wh3_dlc24_ksl_mnt_the_thing_in_the_woods_draught_ete	hu8e_dlc24_thing_in_the_woods_draught	wh3_dlc24_ksl_mon_the_things_in_the_woods_draught_blood	body	wh3_dlc24_ksl_mnt_the_thing_in_the_woods_draught_ete	wh_main_vo_culture_Dire_Wolves_WarHound
wh3_dlc25_nur_mnt_bubebolos_ete	dr05_dlc25_toad_dragon_bubebolos	wh3_dlc25_nur_mon_toad_dragon	body	wh3_dlc25_nur_mon_bubebolos_ete	wh3_dlc25_vo_culture_toad_dragon
wh3_dlc25_nur_mnt_bubebolos_ete_ror	dr05_dlc25_toad_dragon_bubebolos	wh3_dlc25_nur_mon_toad_dragon	body	wh3_dlc25_nur_mon_bubebolos_ete_ror	wh3_dlc25_vo_culture_toad_dragon
wh3_dlc25_nur_mnt_rot_beast_hero_ete	bc4_dlc25_rot_beast	wh3_dlc25_nur_mnt_rot_beast_hero	body	wh3_dlc25_nur_cav_rot_beasts_ror	vo_culture_Invalid
wh3_dlc26_grn_arachnarok_spider_flinger_ete	sp1b_arachnarok_flinger	wh_main_monster_spider_arachnarok_blood	body	grn_arachnarok_flinger_ete	wh_main_vo_culture_Spider_Small
wh3_dlc26_grn_mnt_warboar_gnarla_ete	bo1_warboar	wh3_dlc26_grn_mnt_warboar_gnarla	leather	wh3_dlc26_grn_mnt_warboar_gnarla_ete	wh_dlc03_vo_culture_Boar
wh3_dlc26_grn_mnt_warboar_no_saddle_shaman_ete	bo1_warboar	wh_main_grn_cav_boar_savage_shaman_blood	body	wh_grn_warboar_no_saddle_big_uns_savage_ete	wh_dlc03_vo_culture_Boar
wh3_dlc26_kho_mnt_flesh_hound_of_khorne_arbaal_ete	bc4c_flesh_hounds_of_khorne_arbaal	wh3_dlc26_kho_mnt_flesh_hound_of_khorne_arbaal	body	wh3_dlc26_kho_mnt_flesh_hound_of_khorne_arbaal_ete	vo_culture_Invalid
wh3_dlc26_kho_mnt_juggernaut_skulltaker_ete	hq4_wh3_juggernaut	wh3_main_kho_mnt_juggernaut_hero	plate	wh3_dlc26_kho_mnt_juggernaut_skulltaker_ete	vo_culture_Invalid
wh3_dlc26_ogr_mon_thundertusk_ete	hq3b_dlc26_thundertusk	wh3_dlc26_ogr_monster_thundertusk	body	wh3_dlc26_ogr_mon_thundertusk_ete	wh3_main_vo_culture_Ogres
wh3_dlc27_hef_mnt_skycutter_ete	sky1_dlc27_skycutter01	wh3_dlc27_hef_mnt_skycutter	body	wh3_dlc27_hef_veh_skycutter_ror	vo_culture_None
wh3_main_ksl_mnt_horse_medium_ete	hr1_wh3_dlc20_large_legendary_lord_heavy_horse	wh3_dlc24_ksl_mnt_barded_horse_golden_knight	leather	wh3_main_ksl_horse_medium_ete	wh_main_vo_culture_Horse
wh3_main_ksl_mnt_urskin	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_urskin_blood	plate	wh3_main_ksl_mnt_war_bear_urskin	wh_main_vo_culture_Kislev
wh3_main_ksl_mnt_war_bear_heavy_ete	be1_wh3_warbear	wh3_main_ksl_cav_war_bear_hero	plate	wh3_main_ksl_mnt_war_bear_heavy_ete	wh_main_vo_culture_Kislev
wh3_main_nur_mnt_nurgling_palanquin_ete	pl1_wh3_nurgle_palanquin01	wh3_main_nur_nurgling_palanquin	leather	wh3_nur_mnt_nurgling_palanquin_ete	vo_culture_Invalid
wh3_main_nur_mnt_nurgling_palanquin_kugath_ete	pl2_wh3_nurgle_kugathpalanquin01	wh3_main_nur_nurgling_palanquin_kugath	leather	wh3_nur_mnt_palanquin_kugath_ete	vo_culture_Invalid
wh3_main_ogr_mnt_mournfang_ete	hq2_wh3_mournfang	wh3_main_ogr_mnt_mournfang_blood_ete	body	wh3_main_ogr_mournfang_ete	wh3_main_vo_culture_Ogres
wh3_twa08_ogr_mnt_stonehorn_ror_ete	hq3b_wh3_stonehorn	wh3_main_ogr_monster_stonehorn	body	wh3_twa08_ogr_mon_stonehorn_0_ror_ete	wh3_main_vo_culture_Ogres
wh_dlc05_wef_mnt_hawk_1	bi1_eagle	wh_dlc05_wef_mon_great_eagle_blood	body	big_hawk	wh_main_vo_culture_Eagle
wh_main_brt_mnt_warhorse_hero_ete	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	wh_brt_warhorses_barded_faction_colours_ete	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_hero_ete_2	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	wh_dlc07_brt_questing_knight_warhorse_ete	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_hero_ete_2_ror	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	wh_dlc07_brt_questing_knight_warhorse_ete_ror	wh_main_vo_culture_Horse
wh_main_brt_mnt_warhorse_hero_ete_ror	hr1_warhorse	wh_main_brt_mnt_cavalry_hero_blood	plate	wh_brt_warhorses_barded_faction_colours_ete_ror	wh_main_vo_culture_Horse
wh_main_emp_mnt_demigryph_ete	bc2_demigryph	wh_main_monster_demigryph_blood_ete	plate	wh_emp_demigryph_ete	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_emp_mnt_demigryph_ete_ror	bc2_demigryph	wh_main_monster_demigryph_blood_ete	plate	wh_emp_demigryph_ror_ete	wh_main_vo_culture_Griffin_DemiGryph_Hippogryph
wh_main_vmp_mnt_dragon_zombie_1	dr1_dragon_zombie	wh_main_flying_dragon_blood	body	wh_vmp_dragon_zombie_1	wh_main_vo_culture_Dragon_Large
wh_main_vmp_mnt_dragon_zombie_2	dr1_dragon_zombie	wh_main_flying_dragon_blood	body	wh_vmp_dragon_zombie_2	wh_main_vo_culture_Dragon_Large
