key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistance	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_v_infantry	bonus_v_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	gravity	burst_size	burst_shot_delay	mass	homing_params	first_person_params	ignition_amount	is_magical	can_target_airborne	can_damage_allies	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_targets	can_damage_vehicles	building_damage_multiplier	scaling_damage	is_spell	vegetation_ignore_time	missile_mirror_start_time	spawned_vortex	projectile_shot_type_display
motm_vazgrat_pistol	musket	small_arm_default		none	1	low	180	0	88	100.0000	60.0000	0.0000	175	100	false	false	0.0500	11.0000	140.0000	1.0000	0	0	wh_emp_volley_gun_shot		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	150.0000			0.0000	false	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	1.0000		false	0.4000	0.4000		placeholder
nosso_boogies	artillery	artillery_default	wh3_main_nur_soulgrinder_bombard_explosion	none	1	low	90	35	75	60.0000	10.0000	0.0000	10	50	false	false	0.2000	12.0000	300.0000	80.0000	0	0	nosso_boogies		wh3_main_nur_soul_grinder_bombard	1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	18.0000			0.0000	true	true	true	45	high	200	false	false	false	true	1	false	false	false	true	1.0000		false	0.0000	0.4000		placeholder
nosso_gitz_boogies	artillery	artillery_default	nosos_gitz_boogies	none	1	low	90	35	75	60.0000	10.0000	0.0000	10	15	false	false	0.2000	12.0000	300.0000	80.0000	0	0	nosso_boogies		wh3_main_nur_soul_grinder_bombard	1.0000	false	wh_main_unit_contact_poison	-1.0000	1	0.0000	18.0000			0.0000	true	true	true	45	high	200	false	false	false	true	1	false	false	false	true	1.0000		false	0.0000	0.4000		placeholder
ogr_flame_thrower	misc	artillery_flammable		none	1	low	180	0	45	80.0000	10.0000	0.0000	7	19	false	false	0.0500	15.0000	130.0000	2.6000	0	0	wh3_dlc23_hashut_flames_of_azgorh		wh3_dlc23_chd_iron_daemon_flamethrower_flame	2.0000	true	wh2_dlc12_unit_contact_flammable	-1.0000	1	0.0000	55.0000			1.0000	false	true	true	45	high	-1	false	false	false	false	1	false	false	false	true	1.7500		false	0.5000	0.4000		placeholder
ogr_flameeater_pistol	musket	small_arm_default		none	1	low	140	0	88	100.0000	10.0000	0.0000	38	68	false	false	0.0500	11.0000	100.0000	1.0000	0	0	wh3_dlc23_fireglaive		wh_bullet	-1.0000	false		-1.0000	1	0.0000	15.0000			1.0000	false	true	true	45	low	300	false	false	false	false	1	false	false	false	true	0.5000		false	0.4000	0.4000		placeholder
um_ogr_blackpowder	artillery	artillery_default	wh3_dlc25_emp_exploding_bullets_character	none	1	low	290	0	35	100.0000	20.0000	0.0000	24	64	false	false	0.0500	10.0000	275.0000	7.0000	12	0	wh_emp_volley_gun_shot		wh2_helblaster_bullet_multi_impact_large	0.3000	true		-1.0000	1	0.0000	11.0000			0.0000	false	true	true	45	medium_2	440	false	false	false	false	9	false	false	false	true	1.2500		false	0.0000	0.4000		placeholder
um_ogr_blu	artillery	artillery_default	um_ogr_blu	shell_spin	1	low	300	10	60	68.0000	20.0000	0.0000	80	350	false	false	2.0000	15.0000	320.0000	55.0000	11	0	um_ogr_blu_human		wh2_dlc15_rogue_idol_ror_boulder	2.5000	true		-1.0000	1	0.0000	280.0000			0.0000	true	true	true	45	medium	700	false	false	false	false	1	false	false	true	true	1.5000		false	0.6200	0.4000		placeholder
um_ogr_corrupt_throwers	artillery	artillery_default	um_ogr_corrupt_throwers_explosion	none	1	fixed	140	0	75	60.0000	10.0000	0.0000	25	70	false	false	0.0500	16.0000	130.0000	80.0000	0	0	wh3_main_nur_soulgrinder_bombard		wh3_main_nur_soul_grinder_bombard	1.0000	true	wh_main_unit_contact_poison	-1.0000	1	0.0000	25.0000			0.0000	false	true	true	45	medium_3	700	false	false	false	true	1	false	false	true	true	1.2500		false	0.5000	0.4000		placeholder
um_ogr_diver_02	artillery	artillery_default	wh3_main_unit_abilities_sky_junk_bomb	none	1	low	180	0	88	110.0000	70.0000	0.0000	50	100	false	false	0.1000	7.0000	150.0000	0.8000	0	0	wh_brt_trebuchet_stone_shrapnel		wh_bullet_multi_impact	-1.0000	false		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	45	medium	-1	false	false	false	false	1	false	false	false	true	1.5000		false	0.3800	0.4000		placeholder
um_ogr_gatling	musket	small_arm_default		none	1	low	145	0	88	100.0000	33.0000	0.0000	4	9	false	false	0.0500	5.5000	70.0000	2.7000	2	0	wh3_dlc23_chd_blunderbuss		wh2_bullet_multi_impact_large	-1.0000	false	wh2_dlc12_unit_contact_suppressive_fire	-1.0000	1	0.0000	15.0000			0.0000	false	true	true	45	very_low	300	false	false	false	false	18	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
um_ogr_lead_fire	musket	artillery_flammable	wh_main_dwf_drakegun_explosion	none	1	low	100	0	55	30.0000	10.0000	0.0000	8	4	false	false	1.0000	9.0000	40.0000	1.4000	0	0	wh_dwf_drakegun_flame		wh_drakegun_flame	0.0000	false	wh_main_unit_contact_morale	3.0000	4	0.3500	40.0000			1.0000	false	true	true	45	low	120	true	true	false	false	1	false	false	false	true	0.5000		false	1.4000	0.4000		placeholder
um_ogr_lead_snipe	musket	small_arm_default		shell_spin	1	low	275	0	88	100.0000	10.0000	0.0000	35	90	false	false	0.0500	12.0000	150.0000	0.6000	0	0	wh_emp_steamtank_cannon_ball		wh2_dlc12_warplock_jezzail_bullet	-1.0000	false	wh2_dlc09_unit_contact_shieldbreaker	-1.0000	1	0.0000	15.0000			0.0000	false	true	true	45	medium_1	600	false	false	false	false	1	false	false	false	true	0.5000		false	0.4200	0.4000		placeholder
um_ogr_pit_champions_spear	artillery	artillery_default		none	1	low	120	0	90	90.0000	30.0000	0.0000	33	57	false	false	0.1000	10.0000	70.0000	1.0000	0	25	um_ogr_pit_champions_spear		wh_bolt_thrower	0.1000	false		-1.0000	1	0.0000	50.0000			0.0000	false	true	true	45	very_high_low_entity	700	false	false	false	false	1	false	false	false	true	0.5000		false	0.5000	0.4000		placeholder
um_ogr_skullflingers	grenade	small_arm_default		grenade_spin	1	dual_low_fixed	120	0	88	50.0000	10.0000	0.0000	12	1	true	false	0.1000	9.0000	85.0000	4.8000	0	5	um_ogr_skullflingers		wh2_slingshot_rock_small	-1.0000	false		-1.0000	1	0.0000	1.0000			0.0000	true	true	true	50	very_low	300	false	false	false	false	1	false	false	false	true	0.2500		false	0.8400	0.4000		placeholder
um_snarky_ironblaster	artillery	artillery_default	wh_main_bound_spell_solheims_bolt_of_illumination	none	1	low	320	0	45	100.0000	100.0000	0.0000	495	855	false	false	1.0000	11.0000	200.0000	1.0000	0	0	wh_main_bound_spell_solheims_bolt_of_illumination		wh2_dlc13_luminark_bolt	1.0000	true		1.0000	1	0.0000	350.0000	homing_strong_magical_fast		1.0000	true	true	true	45	medium_magic	-1	true	true	false	true	1	false	false	true	true	1.0000		false	0.7800	0.4000		placeholder
um_snarky_maneater_03	arrow	explosives	wh2_dlc13_emp_grenade_explosion	grenade_spin	1	dual_low_fixed	140	7	88	40.0000	10.0000	0.0000	4	8	false	false	0.0500	10.0000	100.0000	10.0000	0	0	wh_emp_grenade		wh_grenade	0.0500	false		-1.0000	1	0.0000	1.0000			0.0000	false	false	true	55		230	false	false	false	false	1	false	false	false	true	0.2500		false	1.0500	0.4000		placeholder
um_snarky_scraplauncher	artillery	artillery_default	wh_dlc03_bst_cygor_boulder_explosion	shell_spin	1	low	360	10	60	68.0000	20.0000	0.0000	90	360	false	false	2.0000	15.0000	320.0000	55.0000	0	0	wh_bst_cygor_boulder		wh_catapult_rock_normal	2.5000	true		-1.0000	1	0.0000	300.0000			0.0000	false	true	true	45	medium	700	false	false	false	false	1	false	false	true	true	1.5000		false	0.6200	0.4000	um_snarky_scraplauncher_spinning_loons	placeholder
